#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
697,Woolba,Ground,Ice,Cataclysm,125,Ground,#404,15.00%,Ground Fissure,80,Ground,#425,12.00%,Ice Power,75,Ice,#477,13.00%,Bedrock Blast,70,Rock,#243,15.00%,Counter Attack,***,#449,16.00%,Ice Wall,***,#121,16.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E798D13F200000357
698,Misty,Fire,Water,Hydro Cannon,80,Water,#56,9.00%,Surf Strike,50,Water,#54,13.00%,Water Whip,55,Water,#62,15.00%,Searing Strike,55,Fire,#44,14.00%,Aqua Veil,***,#67,18.00%,Molten Maelstrom,***,#49,20.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9072E4F300000358
699,Steama,Fire,Water,Incinerate,100,Fire,#40,12.00%,Flame Charge,50,Fire,#36,15.00%,Torrential Tempest,70,Water,#63,16.00%,Blaze Rush,40,Dragon,#277,17.00%,Disarm,*****,#441,11.00%,Counter Attack,***,#449,12.00%,Protect,#377,5.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA758B5F400000359
700,The One,Dragon,,Whitefire,125,Dragon,#410,12.00%,Chain Lightning,100,Electric,#510,10.00%,Supernova,70,Dragon,#279,17.00%,Omega Steel Strike,85,Steel,#316,18.00%,Special Talent,****,#446,10.00%,Strong Winds,*****,#462,13.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBE3E86F50000035A
69420,Mr. Meme,Cosmic,Fairy,Glittering Sweep,80,Fairy,#326,16.00%,Interdimensional Rift,80,Cosmic,#343,12.00%,Interstellar Impact,85,Cosmic,#352,10.00%,Smack Down,70,Fighting,#135,11.00%,Aurora Borealis,****,#356,14.00%,Thought Scramble,****,#212,12.00%,Decoy,#384,12.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF6BC89EA0000014F
100001,Mussop,Normal,,Flurry of Blows,90,Normal,#18,19.00%,Dive Bomb,100,Flying,#184,13.00%,Quick Attack,40,Normal,#25,18.00%,Close Combat,85,Fighting,#136,14.00%,Taunt and Tease,****,#32,15.00%,Screech,***,#31,8.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9808B6B80000001D
100002,Parrous,Flying,,Hurricane,100,Flying,#183,12.00%,Radiant Ray,100,Fairy,#328,16.00%,Whirlwind Whack,70,Flying,#189,7.00%,Heavenly Hurricane,85,Fairy,#334,8.00%,Brave Bird,***,#193,12.00%,Feathered Fling,****,#194,18.00%,Evade,#375,14.00%,Miss,#1,27.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E12C5D5A70000000C
100003,Botto,Steel,,Metallic Rush,80,Steel,#308,10.00%,Last Resort,120,Normal,#24,16.00%,Omega Steel Strike,85,Steel,#316,8.00%,Close Combat,85,Fighting,#136,9.00%,Screech,***,#31,12.00%,Metallic Harden,***,#319,14.00%,Protect,#377,8.00%,Miss,#1,31.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E29ABA6A80000000D
100004,Styleep,Psychic,,Zen Headbutt,80,Psychic,#200,7.00%,Reality Bend,125,Psychic,#406,20.00%,Psychic Surge,55,Psychic,#206,10.00%,Interstellar Impact,85,Cosmic,#352,15.00%,Mind Control,***,#211,12.00%,Thought Scramble,****,#212,17.00%,Mirage,#383,6.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E409177A90000000E
100005,Minkiboo,Ground,Psychic,Sandblast,50,Ground,#162,4.00%,Mystic Moonbeam,120,Fairy,#329,16.00%,Aura Sphere Blast,70,Psychic,#207,20.00%,Digging Strike,55,Ground,#170,10.00%,Sand Pit Trap,***,#175,10.00%,Sandstorm Shield,****,#176,21.00%,Burrow,#385,9.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7D6E4C3D000000A2
100006,Cornape,Normal,,Suplex Slam,80,Fighting,#127,11.00%,Dragon Kick,120,Fighting,#131,20.00%,Cross Chop,55,Fighting,#134,9.00%,Flurry of Blows,90,Normal,#18,17.00%,Taunt and Tease,****,#32,13.00%,Dreamy Haze,*,#335,15.00%,Dodge,#376,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E577748AA0000000F
100007,Cuppy,Water,,Vortex Tsunami,125,Water,#399,10.00%,Poison Spike,80,Poison,#424,10.00%,Water Whip,55,Water,#62,11.00%,Close Combat,85,Fighting,#136,16.00%,Bubble Barrier,**,#66,10.00%,Briny Blast,****,#68,22.00%,Dive,#387,6.00%,Miss,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6E5D19AB00000010
100008,Purrf,Fairy,,Angelic Annihilation,120,Fairy,#330,9.00%,Piercing Sparkle,125,Fairy,#413,13.00%,Pixie Power,40,Fairy,#331,11.00%,Solar Storm,70,Cosmic,#351,18.00%,Shimmering Symphony,****,#338,16.00%,Lullaby,**,#30,10.00%,Mirage,#383,13.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8542EAAC00000011
100009,Pawz,Normal,,Ground Pound,30,Ground,#160,11.00%,Midnight Maul,80,Dark,#289,18.00%,Geode Grenade,85,Rock,#244,12.00%,Extreme Speed,85,Normal,#28,19.00%,Mind Control,***,#211,10.00%,Taunt and Tease,****,#32,16.00%,Dodge,#376,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9C28BBAD00000012
100010,Xen,Ghost,Psychic,Psyshock Slam,100,Psychic,#202,20.00%,Galactic Singularity,120,Cosmic,#348,22.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Interstellar Impact,85,Cosmic,#352,7.00%,Soul Drain,***,#265,8.00%,Aurora Borealis,****,#356,7.00%,Shadow Swap,#382,10.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB30E8CAE00000013
100011,Dropp-A,Flying,Steel,Dive Bomb,100,Flying,#184,16.00%,Metal Fang,100,Steel,#309,17.00%,Steel Swipe,55,Steel,#314,10.00%,Crawler Clobber,85,Bug,#226,14.00%,Iron Defense,**,#318,9.00%,Metallic Harden,***,#319,14.00%,Evade,#375,10.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC9F45DAF00000014
100012,Mushy,Poison,,Venoshock,120,Poison,#150,22.00%,Hyperspace Punch,120,Psychic,#204,17.00%,Poisonous Puddle,40,Poison,#151,11.00%,Noxious Eruption,85,Poison,#154,16.00%,Acid Rain,***,#157,8.00%,Venemous Vortex,****,#158,9.00%,Withdraw,#379,12.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE0DA2EB000000015
100013,Hadaboi,Fire,,Inferno Blitz,80,Fire,#37,15.00%,Fireball Storm,120,Fire,#42,21.00%,Searing Strike,55,Fire,#44,11.00%,Close Combat,85,Fighting,#136,11.00%,Fire Cloak,*,#47,8.00%,Sucker Punch,***,#448,12.00%,Evade,#375,11.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAEEE87B90000001E
100015,Rex,Normal,Steel,Metal Fang,100,Steel,#309,26.00%,Metallic Rush,80,Steel,#308,15.00%,Extreme Speed,85,Normal,#28,16.00%,Steel Swipe,55,Steel,#314,10.00%,Lullaby,**,#30,14.00%,Rust,*,#317,5.00%,Burrow,#385,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0EA5D0B200000017
100016,Yonioid,Normal,Psychic,Hyperspace Punch,120,Psychic,#204,15.00%,Cosmic Ray Beam,100,Cosmic,#345,18.00%,Psychic Surge,55,Psychic,#206,12.00%,Telepathic Tempest,85,Psychic,#208,22.00%,Telekinetic Shield,**,#210,8.00%,Space Time Warp,**,#354,7.00%,Riftwalk,#381,7.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E258BA1B300000018
100017,Blokboi,Dark,,Darkness Plunge,125,Dark,#411,18.00%,Dragon Kick,120,Fighting,#131,23.00%,Obilivion Orb,70,Dark,#297,7.00%,Deathly Dismemberment,85,Undead,#370,8.00%,Gravel Grind,*,#245,9.00%,Taunt and Tease,****,#32,10.00%,Dodge,#376,14.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3C7172B400000019
100018,Peepo,Ground,Water,Mystic Moonbeam,120,Fairy,#329,16.00%,Telepathic Tempest,85,Psychic,#208,14.00%,Drenching Downpour,85,Water,#64,7.00%,Heavenly Hurricane,85,Fairy,#334,10.00%,Briny Blast,****,#68,12.00%,Thought Scramble,****,#212,11.00%,Dive,#387,13.00%,Miss,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E535743B50000001A
100019,Subzeroge,Dark,Ice,Subzero Slash,100,Ice,#112,23.00%,Bone Breaker,100,Fighting,#129,23.00%,Obilivion Orb,70,Dark,#297,11.00%,Extreme Speed,85,Normal,#28,14.00%,Dark Whispers,**,#300,9.00%,Blizzard Cataclysm,****,#122,11.00%,Leap,#380,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E6A3D14B60000001B
100020,Eaglord,Flying,,Soaring Strike,80,Flying,#182,16.00%,Dive Bomb,100,Flying,#184,19.00%,Whirlwind Whack,70,Flying,#189,17.00%,Flutter Fury,70,Fairy,#333,10.00%,Brave Bird,***,#193,9.00%,Feathered Fling,****,#194,10.00%,Evade,#375,10.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8122E5B70000001C
100021,Fortuna,Water,,Whirlpool Vortex,120,Water,#60,22.00%,Winter's Wrath,120,Ice,#113,14.00%,Water Whip,55,Water,#62,19.00%,Smack Down,70,Fighting,#135,16.00%,Seafoam Shield,*,#65,5.00%,Briny Blast,****,#68,6.00%,Dive,#387,8.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9874223300000098
100022,Agent Z,Dark,,Dark Energy Blast,100,Dark,#291,15.00%,Fatal Sneak Attack,125,Fighting,#395,13.00%,Eternal Nightfall,85,Dark,#298,10.00%,Extreme Speed,85,Normal,#28,13.00%,Demonic Dread,***,#301,22.00%,Confuse Ray,*,#29,8.00%,Evade,#375,12.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAF59F33400000099
100023,Punkony,Fairy,Flying,Mystic Moonbeam,120,Fairy,#329,21.00%,Twinkle Tackle,80,Fairy,#325,17.00%,Cyclone Kick,55,Flying,#188,15.00%,Extreme Speed,85,Normal,#28,12.00%,Charm Beam,**,#336,8.00%,Shimmering Symphony,****,#338,10.00%,Evade,#375,8.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC63FC4350000009A
100024,Keggo,Normal,Undead,Skeletal Strike,50,Undead,#360,8.00%,Corpse Explosion,80,Undead,#361,13.00%,Deathly Dismemberment,85,Undead,#370,20.00%,Eternal Nightfall,85,Dark,#298,20.00%,Deathly Curse,**,#372,11.00%,Ghostly Possession,****,#266,10.00%,Dodge,#376,11.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDD2595360000009B
100025,Shillord,Poison,Undead,Corrosive Comet,120,Poison,#149,17.00%,Undead Apocalypse,120,Undead,#366,19.00%,Venom Pounce,70,Poison,#153,14.00%,Smack Down,70,Fighting,#135,12.00%,Venemous Vortex,****,#158,10.00%,Ancient Power,***,#247,10.00%,Dodge,#376,12.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF40B66370000009C
100026,Cthulu,Cosmic,Psychic,Galactic Singularity,120,Cosmic,#348,16.00%,Nightshade Strike,100,Undead,#363,16.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Aura Sphere Blast,70,Psychic,#207,14.00%,Thought Scramble,****,#212,10.00%,Aurora Borealis,****,#356,8.00%,Illusion,#392,11.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0AF137380000009D
100027,Hootell,Flying,Ground,Hurricane,100,Flying,#183,21.00%,Mental Shockwave,100,Psychic,#201,15.00%,Terra Tackle,40,Ground,#169,17.00%,Talon Tornado,85,Flying,#190,20.00%,Sand Pit Trap,***,#175,5.00%,Feathered Fling,****,#194,5.00%,Evade,#375,8.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E21D708390000009E
100028,Munkeee,Normal,,Starry Nightfall,100,Cosmic,#346,15.00%,Head Kick,70,Normal,#13,8.00%,Aurora Blast,55,Cosmic,#350,6.00%,Close Combat,85,Fighting,#136,14.00%,Charm Beam,**,#336,16.00%,Thought Scramble,****,#212,21.00%,Backflip,#378,10.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E38BCD93A0000009F
100029,XSTIKMAN,Cosmic,,Interdimensional Rift,80,Cosmic,#343,15.00%,Ethereal Blast,80,Ghost,#254,10.00%,Solar Storm,70,Cosmic,#351,15.00%,Dimensional Shredder,85,Dragon,#280,18.00%,Space Time Warp,**,#354,11.00%,Aurora Borealis,****,#356,16.00%,Decoy,#384,7.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEFEB6142000000A7
100030,Cofftea,Ghost,Normal,Ghastly Grapple,100,Ghost,#256,21.00%,Flame Cannon,100,Fire,#39,15.00%,Night Terror,70,Ghost,#261,8.00%,Extreme Speed,85,Normal,#28,7.00%,Draining Kiss,***,#337,15.00%,Taunt and Tease,****,#32,12.00%,Mirage,#383,10.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4FA2AA3B000000A0
100031,Weslord,Water,Cosmic,Vortex Tsunami,125,Water,#399,12.00%,Starlight Burst,80,Cosmic,#435,17.00%,Aurora Blast,55,Cosmic,#350,15.00%,Crystal Crush,85,Ice,#118,18.00%,Briny Blast,****,#68,11.00%,Aurora Borealis,****,#356,8.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0BC80E2E00000193
100032,Junk-E,Steel,,Metallic Rush,80,Steel,#308,17.00%,Chrono Steel Blast,100,Steel,#310,17.00%,Extreme Speed,85,Normal,#28,19.00%,Tremor Shake,70,Ground,#171,12.00%,Steel Plague,****,#320,6.00%,Rust,*,#317,4.00%,Protect,#377,5.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E22ADDF2F00000194
100033,Foo,Steel,,Metal Fang,100,Steel,#309,7.00%,Bone Breaker,100,Fighting,#129,17.00%,Extreme Speed,85,Normal,#28,16.00%,Omega Steel Strike,85,Steel,#316,16.00%,Iron Defense,**,#318,8.00%,Courageous Roar,**,#138,7.00%,Protect,#377,5.00%,Miss,#1,29.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3993B03000000195
100034,Mr. Mee Ow,Dark,,Scratch,30,Normal,#4,11.00%,Fatal Sneak Attack,125,Fighting,#395,24.00%,Dark Punch,75,Dark,#485,12.00%,Eternal Nightfall,85,Dark,#298,16.00%,Demonic Dread,***,#301,5.00%,Counter Attack,***,#449,8.00%,Decoy,#384,15.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E99B664A400000209
100035,Bit & Homp,Electric,Ghost,Voltage Overload,125,Electric,#401,15.00%,Ethereal Blast,80,Ghost,#254,20.00%,Night Terror,70,Ghost,#261,17.00%,Electro Ball,70,Electric,#99,18.00%,Paranoia,*****,#445,9.00%,Ghostly Possession,****,#266,6.00%,Protect,#377,5.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB09C35A50000020A
100036,Zehabit,Electric,Fighting,Bone Breaker,100,Fighting,#129,13.00%,Electric Whip,80,Electric,#92,16.00%,Close Combat,85,Fighting,#136,14.00%,Omega Steel Strike,85,Steel,#316,20.00%,Thunderous Roar,***,#103,12.00%,Spirit Boost,*,#137,7.00%,Counter,#389,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC78206A60000020B
100037,Aristorat,Normal,,Bump and Run,100,Normal,#20,23.00%,Ground Shatter,100,Ground,#166,14.00%,Psychic Surge,55,Psychic,#206,8.00%,Umbral Uppercut,40,Dark,#295,9.00%,Screech,***,#31,16.00%,Special Talent,****,#446,17.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EDE67D7A70000020C
100038,Anbunny,Fighting,,Fatal Sneak Attack,125,Fighting,#395,20.00%,Poison Spike,80,Poison,#424,17.00%,Omega Steel Strike,85,Steel,#316,14.00%,Close Combat,85,Fighting,#136,17.00%,Courageous Roar,**,#138,8.00%,Spirit Boost,*,#137,8.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF54DA8A80000020D
100039,Thurstrap,Cosmic,,Starlight Burst,80,Cosmic,#435,12.00%,Piercing Sparkle,125,Fairy,#413,18.00%,Extreme Speed,85,Normal,#28,15.00%,Interstellar Impact,85,Cosmic,#352,9.00%,Aurora Borealis,****,#356,12.00%,Soothing Voice,***,#452,11.00%,Protect,#377,5.00%,Miss,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0C3379A90000020E
100040,Rubix,Normal,Pysychic,Zen Headbutt,80,Psychic,#200,12.00%,Bump and Run,100,Normal,#20,23.00%,Close Combat,85,Fighting,#136,10.00%,Aurora Blast,55,Cosmic,#350,10.00%,Taunt and Tease,****,#32,15.00%,Mind Control,***,#211,14.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7CD641F100000256
100041,Powzer,Fighting,Steel,Zap Cannon,80,Electric,#91,18.00%,Iron Strike,100,Fighting,#130,25.00%,Omega Steel Strike,85,Steel,#316,13.00%,Shockwave Smash,85,Electric,#100,11.00%,Fire Cloak,*,#47,10.00%,Iron Defense,**,#318,12.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E93BC12F200000257
100042,Elderich,Grass,Psychic,Roots Below,125,Grass,#400,25.00%,Earthquake,100,Ground,#165,15.00%,Telepathic Tempest,85,Psychic,#208,20.00%,Smack Down,70,Fighting,#135,5.00%,Telekinetic Shield,**,#210,17.00%,Dark Whispers,**,#300,6.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EAAA1E3F300000258
100043,Birb,Flying,,Dive Bomb,100,Flying,#184,19.00%,Gale Force Barrage,125,Flying,#405,15.00%,Jet Strike,55,Normal,#26,20.00%,Close Combat,85,Fighting,#136,14.00%,Brave Bird,***,#193,7.00%,Sandstorm Shield,****,#176,7.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC187B4F400000259
100044,Ragzee,Cosmic,Water,Whirlpool Vortex,120,Water,#60,21.00%,Zen Headbutt,80,Psychic,#200,22.00%,Solar Storm,70,Cosmic,#351,15.00%,Water Whip,55,Water,#62,14.00%,Seafoam Shield,*,#65,10.00%,Mind Control,***,#211,8.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED86D85F50000025A
100045,Duffy,Water,,Dream Eater,120,Psychic,#203,15.00%,Whirlpool Vortex,120,Water,#60,15.00%,Torrential Tempest,70,Water,#63,13.00%,Extreme Speed,85,Normal,#28,13.00%,Bubble Barrier,**,#66,15.00%,Feathered Fling,****,#194,9.00%,Protect,#377,5.00%,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEF5356F60000025B
100046,Bullar,Fighting,,Bone Breaker,100,Fighting,#129,23.00%,Ground Shatter,100,Ground,#166,24.00%,Smack Down,70,Fighting,#135,15.00%,Searing Strike,55,Fire,#44,8.00%,Courageous Roar,**,#138,10.00%,Impenetrable Armour,****,#465,7.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E063927F70000025C
100047,Xoad,Psychic,,Dream Eater,120,Psychic,#203,21.00%,Poisonous Whirlwind,80,Poison,#146,20.00%,Telepathic Tempest,85,Psychic,#208,17.00%,Leaf Tornado,70,Grass,#81,14.00%,Telekinetic Shield,**,#210,12.00%,Venemous Vortex,****,#158,5.00%,Protect,#377,5.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1D1EF8F80000025D
100048,Chainz,Rock,,Submission Slam,120,Fighting,#132,28.00%,Rocky Rampage,100,Rock,#237,19.00%,Bedrock Blast,70,Rock,#243,15.00%,Tremor Shake,70,Ground,#171,15.00%,Tectonic Divide,*****,#461,6.00%,Guard Up,***,#139,5.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3404C9F90000025E
100049,Bape,Normal,,Fists of Fury,80,Fighting,#128,21.00%,Last Resort,120,Normal,#24,26.00%,Digging Strike,55,Ground,#170,13.00%,Rock Throw,40,Rock,#241,15.00%,Kung Fu Confusion,****,#140,13.00%,Screech,***,#31,3.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4AEA9AFA0000025F
100050,Ponk,Cosmic,Dark,Soul-Sucking Siphon,120,Dark,#294,22.00%,Cosmic Ray Beam,100,Cosmic,#345,21.00%,Wraith Whip,70,Undead,#369,16.00%,Psychic Surge,55,Psychic,#206,13.00%,Nocturnal Nightmare,****,#302,7.00%,Space Time Warp,**,#354,5.00%,Protect,#377,5.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E61D06BFB00000260
100051,Stayg,Cosmic,Grass,Ground Shatter,100,Ground,#166,16.00%,Death Charge,120,Normal,#23,29.00%,Chlorophyll Charge,85,Grass,#82,18.00%,Nightmarish Nudge,40,Ghost,#259,5.00%,Floral Fusion,****,#86,14.00%,Petal Dance,*,#83,5.00%,Protect,#377,5.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E78B63CFC00000261
100052,Roodie,Electric,,Thunderclap Crash,100,Electric,#94,18.00%,Submission Slam,120,Fighting,#132,23.00%,Shockwave Smash,85,Electric,#100,16.00%,Aura Sphere Blast,70,Psychic,#207,12.00%,Magnet Wave,**,#102,7.00%,Toxic Touch,*,#155,10.00%,Protect,#377,5.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8F9C0DFD00000262
100053,Crocroar,Rock,Water,Waterfall Charge,100,Water,#57,22.00%,Obsidian Blast,100,Rock,#238,16.00%,Fossil Fury,55,Rock,#242,18.00%,Drenching Downpour,85,Water,#64,15.00%,Aqua Veil,***,#67,8.00%,Venemous Vortex,****,#158,9.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA681DEFE00000263
100054,Seakill,Dark,Flying,Aeroblast,120,Flying,#186,21.00%,Shadowy Sweep,80,Dark,#290,20.00%,Whirlwind Whack,70,Flying,#189,18.00%,Close Combat,85,Fighting,#136,12.00%,Tailwind Boost,**,#192,7.00%,Frighten,*,#299,10.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBD67AFFF00000264
100055,Yowie,Psychic,Steel,Psyshock Slam,100,Psychic,#202,19.00%,Titan Steel Tempest,120,Steel,#312,18.00%,Eclipse Eruption,55,Dark,#296,15.00%,Telepathic Tempest,85,Psychic,#208,14.00%,Rust,*,#317,10.00%,Telekinetic Shield,**,#210,5.00%,Protect,#377,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED44D810000000265
100056,Rocky,Rock,,Meteor Rush,120,Rock,#239,24.00%,Rocky Rampage,100,Rock,#237,25.00%,Tremor Shake,70,Ground,#171,16.00%,Close Combat,85,Fighting,#136,14.00%,Rock Shield,**,#246,8.00%,Ghostly Possession,****,#266,4.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEB33520100000266
100057,Serfox,Normal,,Bump and Run,100,Normal,#20,23.00%,Ground Shatter,100,Ground,#166,19.00%,Starry Nightfall,100,Cosmic,#346,14.00%,Smack Down,70,Fighting,#135,15.00%,Taunt and Tease,****,#32,5.00%,Telekinetic Shield,**,#210,6.00%,Protect,#377,5.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E0219230200000267
100058,Zomboi,Undead,,Undead Apocalypse,120,Undead,#366,25.00%,Soul-Sucking Siphon,120,Dark,#294,16.00%,Decay Dive,55,Undead,#368,16.00%,Sludge Cannon,55,Poison,#152,16.00%,Death's Dominion,****,#374,9.00%,Dark Whispers,**,#300,8.00%,Protect,#377,5.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E18FEF40300000268
100059,Zillar,Dragonling,Ice,Claw Crush,100,Dragon,#273,19.00%,Subzero Slash,100,Ice,#112,21.00%,Supernova,70,Dragon,#279,17.00%,Crystal Crush,85,Ice,#118,18.00%,Ice Wall,***,#121,5.00%,Sub Zero,*****,#458,11.00%,Protect,#377,5.00%,Miss,#1,9.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2FE4C50400000269
100060,Tederror,Fighting,,Flame Charge,50,Fire,#36,9.00%,Ground Shatter,100,Ground,#166,14.00%,Close Combat,85,Fighting,#136,20.00%,Fighting Punch,75,Fighting,#481,13.00%,Burn Up,**,#48,12.00%,Tectonic Divide,*****,#461,10.00%,Block,#394,10.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E46CA96050000026A
100061,Lootlord,Undead,,Death Hug,125,Normal,#397,23.00%,Necro Blast,80,Undead,#436,14.00%,Deathly Dismemberment,85,Undead,#370,12.00%,Sludge Cannon,55,Poison,#152,17.00%,Necromancer's Grasp,***,#373,10.00%,Toxic Wasteland,*****,#460,12.00%,Protect,#377,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5DB067060000026B
100062,Donkdor,Steel,,Metallic Rush,80,Steel,#308,17.00%,Titan Steel Tempest,120,Steel,#312,18.00%,Terra Tackle,40,Ground,#169,8.00%,Steel Strike,75,Steel,#492,14.00%,Metallic Harden,***,#319,8.00%,Iron Defense,**,#318,5.00%,Evade,#375,16.00%,Miss,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E749638070000026C
100063,Matey,Dark,Undead,Skeletal Strike,50,Undead,#360,8.00%,Abyssal Annihilation,120,Dark,#293,19.00%,Obilivion Orb,70,Dark,#297,13.00%,Close Combat,85,Fighting,#136,13.00%,Nocturnal Nightmare,****,#302,13.00%,Death's Dominion,****,#374,9.00%,Protect,#377,5.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8B7C09080000026D
