#,Zerpmon,Types,,White Move #1,Dmg,Type,ID,%,White Move #2,Dmg,Type,ID,%,Gold Move #1,Dmg,Type,ID,%,Gold Move #2,Dmg,Type,ID,%,Purple Move #1,Stars,ID,%,Purple Move #2,Stars,ID,%,Blue Move,ID,%,Miss,ID,%,NFToken ID
203,Infernizard,Dragonling,Fire,Napalm,125,Fire,#398,14.00%,Fire Ball,80,Fire,#418,20.00%,Supernova,70,Dragon,#279,11.00%,Dimensional Shredder,85,Dragon,#280,17.00%,Fire Cloak,*,#47,8.00%,Molten Maelstrom,***,#49,5.00%,Fly,#391,11.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5079813100000196
204,Jeltee,Fairy,,Glittering Sweep,80,Fairy,#326,12.00%,Twinkle Tackle,80,Fairy,#325,10.00%,Electro Ball,70,Electric,#99,13.00%,Heavenly Hurricane,85,Fairy,#334,18.00%,Screech,***,#31,16.00%,Dreamy Haze,*,#335,8.00%,Detect,#390,6.00%,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E307CCF50000000B5
205,Jelplume,Electric,Fairy,Enchanted Mist,100,Fairy,#327,12.00%,Thunder Strike,50,Electric,#89,9.00%,Fairy Punch,75,Fairy,#486,11.00%,Shockwave Smash,85,Electric,#100,8.00%,Shockwave Shield,****,#104,16.00%,Thunderous Roar,***,#103,11.00%,Detect,#390,8.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E62D3E1C200000127
206,Jelkoi,Electric,Fairy,Piercing Sparkle,125,Fairy,#413,15.00%,Mystic Moonbeam,120,Fairy,#329,15.00%,Jet Strike,55,Normal,#26,10.00%,Spark Shuriken,55,Electric,#98,13.00%,Charm Beam,**,#336,20.00%,Magnet Wave,**,#102,5.00%,Counter,#389,6.00%,,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E675F523200000197
207,Grootile,Fire,,Flame Charge,50,Fire,#36,13.00%,Midnight Maul,80,Dark,#289,11.00%,Searing Strike,55,Fire,#44,12.00%,Infernal Explosion,85,Fire,#46,9.00%,Taunt and Tease,****,#32,18.00%,Molten Maelstrom,***,#49,11.00%,Mirage,#383,15.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4762A051000000B6
208,Moltile,Dark,Fire,Gemstone Missile,80,Rock,#235,16.00%,Magma Blast,80,Fire,#38,10.00%,Obilivion Orb,70,Dark,#297,14.00%,Flame Whirlwind,70,Fire,#45,18.00%,Burn Up,**,#48,12.00%,Dark Cloud,*****,#444,11.00%,,,,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E79B9B2C300000128
209,Emberwhisker,Dark,Fire,Darkness Plunge,125,Dark,#411,15.00%,Fireball Storm,120,Fire,#42,20.00%,Night Terror,70,Ghost,#261,10.00%,Ghostly Guillotine,85,Ghost,#262,10.00%,Dark Whispers,**,#300,13.00%,Demonic Dread,***,#301,8.00%,,,,,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7E45233300000198
210,Hoot,Flying,,Wing Gust,30,Flying,#177,12.00%,Bramble Barrage,80,Grass,#73,8.00%,Dive Tackle,40,Flying,#187,10.00%,Snuggle Tackle,70,Normal,#27,12.00%,Pressure Point,*****,#440,23.00%,Strong Winds,*****,#462,9.00%,,,,Miss,#1,26.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5E487152000000B7
211,Parroox,Flying,Grass,Aerial Assault,80,Flying,#181,14.00%,Dive Bomb,100,Flying,#184,19.00%,Blossom Blast,40,Grass,#79,12.00%,Telepathic Tempest,85,Psychic,#208,21.00%,Leaf Wrap,*****,#443,6.00%,Feathered Fling,****,#194,8.00%,,,,Miss,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E909F83C400000129
212,Forrestican,Flying,Grass,Gale Force Barrage,125,Flying,#405,13.00%,Roots Below,125,Grass,#400,16.00%,Crystal Crush,85,Ice,#118,14.00%,Psychic Power,75,Psychic,#478,16.00%,Petal Dance,*,#83,7.00%,Seed Scatter,***,#85,6.00%,Fly,#391,7.00%,,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E952AF43400000199
213,Bolt,Electric,,Spark Discharge,30,Electric,#87,17.00%,Thunderbolt Blitz,120,Electric,#96,15.00%,Electro Ball,70,Electric,#99,8.00%,Extreme Speed,85,Normal,#28,7.00%,Eye of the Storm,*****,#457,9.00%,Taunt and Tease,****,#32,14.00%,Dodge,#376,11.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E752E4253000000B8
214,Jolteel,Dark,Electric,Volt Tackle,30,Electric,#88,12.00%,Thunderbolt Blitz,120,Electric,#96,23.00%,Eclipse Eruption,55,Dark,#296,9.00%,Extreme Speed,85,Normal,#28,16.00%,Disarm,*****,#441,13.00%,Surge Shield,*,#101,10.00%,,,,Miss,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA78554C50000012A
215,Nebulash,Dark,Electric,Voltage Overload,125,Electric,#401,17.00%,Arc Lightning,80,Electric,#421,14.00%,Extreme Speed,85,Normal,#28,14.00%,Obilivion Orb,70,Dark,#297,11.00%,Surge Shield,*,#101,9.00%,Shockwave Shield,****,#104,15.00%,,,,,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E03880444000001A9
216,Dragtile,Dragonling,,Rampage,80,Dragon,#272,20.00%,Flame Cannon,100,Fire,#39,30.00%,Blaze Rush,40,Dragon,#277,5.00%,Digging Strike,55,Ground,#170,6.00%,Dragonfire Cloak,****,#467,15.00%,Gust,*,#281,13.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8C141354000000B9
217,Draketail,Dragonling,,Dragonic Dive,80,Dragon,#431,11.00%,Dragonfire Fury,80,Dragon,#271,25.00%,Ember Wheel,40,Fire,#43,12.00%,Supernova,70,Dragon,#279,9.00%,Ancient Power,***,#247,17.00%,Ancient Rage,****,#284,13.00%,,,,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBE6B25C60000012B
218,Dragoon,Dragonling,,Whitefire,125,Dragon,#410,15.00%,Obliterating Breath,120,Dragon,#275,10.00%,Flame Whirlwind,70,Fire,#45,12.00%,Tremor Shake,70,Ground,#171,12.00%,Dragon's Roar,***,#283,11.00%,Gust,*,#281,13.00%,Block,#394,11.00%,,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1A6DD545000001AA
219,Taurflame,Fire,,Blackout Strike,50,Dark,#287,15.00%,Clap Slap,45,Normal,#8,11.00%,Obilivion Orb,70,Dark,#297,11.00%,Darkness Plunge,125,Dark,#411,17.00%,Sucker Punch,***,#448,16.00%,Burn Up,**,#48,11.00%,Protect,#377,6.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA2F9E455000000BA
220,Pyroeye,Dark,Fire,Abyssal Annihilation,120,Dark,#293,23.00%,Dark Pulse,30,Dark,#285,11.00%,Umbral Uppercut,40,Dark,#295,11.00%,Flame Whirlwind,70,Fire,#45,20.00%,Counter Attack,***,#449,8.00%,Guard Up,***,#139,16.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED550F6C70000012C
221,Blazikare,Dark,Fire,Darkness Plunge,125,Dark,#411,12.00%,Fatal Sneak Attack,125,Fighting,#395,15.00%,Fire Power,75,Fire,#473,15.00%,Close Combat,85,Fighting,#136,9.00%,Guard Up,***,#139,4.00%,Molten Maelstrom,***,#49,10.00%,Backflip,#378,5.00%,,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC2F696360000019B
222,Diggie,Rock,,Power Dig,50,Ground,#161,12.00%,Rocky Rampage,100,Rock,#237,11.00%,Tremor Shake,70,Ground,#171,17.00%,Geode Grenade,85,Rock,#244,20.00%,Sandstorm Shield,****,#176,15.00%,Gravel Grind,*,#245,7.00%,Burrow,#385,8.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB9DFB556000000BB
223,Terratide,Ground,Rock,Boulder Barrage,50,Rock,#234,14.00%,Earthquake,100,Ground,#165,18.00%,Zap Cannon,80,Electric,#91,17.00%,Suplex Slam,80,Fighting,#127,21.00%,Sand Pit Trap,***,#175,11.00%,Tectonic Divide,*****,#461,5.00%,,,,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EEC36C7C80000012D
224,Goloar,Ground,Rock,Cataclysm,125,Ground,#404,20.00%,Quantum Steel Quake,120,Steel,#311,13.00%,Bedrock Blast,70,Rock,#243,12.00%,Fissure Quake,85,Ground,#172,13.00%,Sand Pit Trap,***,#175,10.00%,Ancient Power,***,#247,4.00%,Burrow,#385,4.00%,,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED9DC67370000019C
225,Dreptile,Dragonling,,Dragonfire Fury,80,Dragon,#271,20.00%,Wyrm Whirlwind,30,Dragon,#268,11.00%,Blaze Rush,40,Dragon,#277,11.00%,Dragon Punch,75,Dragon,#484,7.00%,Dragon's Roar,***,#283,20.00%,Ancient Rage,****,#284,19.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE38B5263000000C8
226,Dregatail,Dark,Dragonling,Dragonfire Fury,80,Dragon,#271,24.00%,Dark Energy Blast,100,Dark,#291,12.00%,Eternal Nightfall,85,Dark,#298,14.00%,Blaze Rush,40,Dragon,#277,23.00%,Dragon's Roar,***,#283,7.00%,Dragonfire Cloak,****,#467,9.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E031C98C90000012E
227,Nebugon,Dark,Dragonling,Whitefire,125,Dragon,#410,9.00%,Meteoric Impact,125,Rock,#408,17.00%,Obilivion Orb,70,Dark,#297,12.00%,Flying Strike,75,Flying,#490,12.00%,Dragon's Roar,***,#283,8.00%,Ancient Rage,****,#284,6.00%,Fly,#391,4.00%,,#1,32.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF0C238380000019D
228,Glorbus,Cosmic,,Celestial Strike,30,Cosmic,#340,15.00%,Brain Torment,80,Psychic,#427,10.00%,Solar Storm,70,Cosmic,#351,16.00%,Aurora Blast,55,Cosmic,#350,15.00%,Lucky Comet,****,#471,15.00%,Mind Control,***,#211,16.00%,,,0.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE7AB5758000000BD
229,Cubus,Cosmic,Psychic,Flame Cannon,100,Fire,#39,13.00%,Hydro Cannon,80,Water,#56,18.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Electro Ball,70,Electric,#99,15.00%,Aurora Borealis,****,#356,12.00%,Charm Beam,**,#336,9.00%,Riftwalk,#381,7.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1A0269CA0000012F
230,Cosmicloom,Cosmic,Psychic,Dimensional Lazer,125,Cosmic,#396,19.00%,Reality Bend,125,Psychic,#406,13.00%,Interstellar Impact,85,Cosmic,#352,8.00%,Crystal Crush,85,Ice,#118,11.00%,Blinding Light,**,#451,7.00%,Cosmic Radiation,***,#355,7.00%,Riftwalk,#381,10.00%,,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E07A809390000019E
231,Lito,Fighting,,Fists of Fury,80,Fighting,#128,8.00%,Pile Drive,80,Fighting,#423,7.00%,Close Combat,85,Fighting,#136,11.00%,Eclipse Eruption,55,Dark,#296,10.00%,Kung Fu Confusion,****,#140,16.00%,Guard Up,***,#139,19.00%,Backflip,#378,14.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFE912859000000BE
232,Solarlynx,Fighting,Psychic,Inferno Blitz,80,Fire,#37,15.00%,Teleport Strike,80,Psychic,#199,19.00%,Aura Sphere Blast,70,Psychic,#207,15.00%,Close Combat,85,Fighting,#136,18.00%,Courageous Roar,**,#138,5.00%,Kung Fu Confusion,****,#140,9.00%,Thought Scramble,#212,9.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E30E83ACB00000130
233,Arcanox,Fighting,Psychic,Reality Bend,125,Psychic,#406,11.00%,Dragon Kick,120,Fighting,#131,18.00%,Close Combat,85,Fighting,#136,12.00%,Aura Sphere Blast,70,Psychic,#207,13.00%,Hypnosis Haze,*,#209,10.00%,Thought Scramble,****,#212,12.00%,Riftwalk,#381,4.00%,,#1,20.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1E8DDA3A0000019F
234,Magikat,Psychic,,Twilight Takedown,50,Dark,#288,9.00%,Confusion Strike,50,Psychic,#198,12.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Snuggle Tackle,70,Normal,#27,7.00%,Thought Scramble,****,#212,23.00%,Taunt and Tease,****,#32,22.00%,Illusion,#392,5.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E1576F95A000000BF
235,Crystaline,Ghost,Psychic,Ethereal Blast,80,Ghost,#254,23.00%,Confusion Strike,50,Psychic,#198,7.00%,Quick Attack,40,Normal,#25,7.00%,Night Terror,70,Ghost,#261,17.00%,Ghostly Possession,****,#266,17.00%,Alternate Dimension,****,#463,18.00%,,,,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E47CE0BCC00000131
236,Galaxicat,Ghost,Psychic,Phantom Abyss,125,Ghost,#409,10.00%,Reality Bend,125,Psychic,#406,12.00%,Hailstorm Fury,70,Ice,#117,15.00%,Snuggle Tackle,70,Normal,#27,17.00%,Ghostly Possession,****,#266,12.00%,Haunting Curse,**,#264,8.00%,Mirage,#383,10.00%,,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E3573AB3B000001A0
237,Mightus,Fighting,,Spinning Backfist,50,Fighting,#125,12.00%,Metal Whip,80,Steel,#307,12.00%,Smack Down,70,Fighting,#135,8.00%,Deathly Dismemberment,85,Undead,#370,18.00%,Iron Defense,**,#318,13.00%,Kung Fu Confusion,****,#140,15.00%,Detect,#390,12.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E2C5CCA5B000000C0
238,Cracken,Dark,Fighting,Iron Strike,100,Fighting,#130,10.00%,Dragon Kick,120,Fighting,#131,20.00%,Fighting Punch,75,Fighting,#481,11.00%,Umbral Uppercut,40,Dark,#295,10.00%,Kung Fu Confusion,****,#140,10.00%,Lazer Focus,*****,#459,5.00%,Backflip,#378,9.00%,Miss,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5EB3DCCD00000132
239,Torridon,Dark,Fighting,Darkness Plunge,125,Dark,#411,15.00%,Fatal Sneak Attack,125,Fighting,#395,9.00%,Extreme Speed,85,Normal,#28,10.00%,Close Combat,85,Fighting,#136,15.00%,Guard Up,***,#139,7.00%,Lazer Focus,*****,#459,6.00%,Counter,#389,6.00%,,#1,32.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E4C597C3C000001A1
240,Greech,Dark,,Shadowy Sweep,80,Dark,#290,17.00%,Jaw Crush,85,Normal,#16,7.00%,Eclipse Eruption,55,Dark,#296,9.00%,Cursed Cut,55,Ghost,#260,12.00%,Nocturnal Nightmare,****,#302,22.00%,Dark Whispers,**,#300,10.00%,Protect,#377,13.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E43429B5C000000C1
241,Reech,Dark,Poison,Bone Breaker,100,Fighting,#129,25.00%,Venomous Bite,50,Poison,#144,8.00%,Venom Pounce,70,Poison,#153,20.00%,Obilivion Orb,70,Dark,#297,10.00%,Nocturnal Nightmare,****,#302,9.00%,Dark Whispers,**,#300,6.00%,Parry,#388,8.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7599ADCE00000133
242,Wretch,Dark,Poison,Venom Nova,125,Poison,#403,16.00%,Touch of Death,125,Undead,#414,12.00%,Noxious Eruption,85,Poison,#154,16.00%,Obilivion Orb,70,Dark,#297,12.00%,Venemous Vortex,****,#158,5.00%,Corrosive Vapors,**,#156,8.00%,Burrow,#385,6.00%,,#1,25.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E633F4D3D000001A2
243,Uuvuu,Normal,,Stomp,65,Normal,#12,19.00%,Skull Bash,80,Normal,#14,16.00%,Snuggle Tackle,70,Normal,#27,10.00%,Cold Snap Kick,40,Ice,#115,10.00%,Taunt and Tease,****,#32,18.00%,Screech,***,#31,10.00%,Evade,#375,7.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E5A286C5D000000C2
244,Sparquill,Ice,Normal,Last Resort,120,Normal,#24,20.00%,Ice Fang,50,Ice,#108,16.00%,Hailstorm Fury,70,Ice,#117,18.00%,Whirlwind Whack,70,Flying,#189,14.00%,Taunt and Tease,****,#32,8.00%,Ice Wall,***,#121,6.00%,Dodge,#376,4.00%,Miss,#1,14.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E8C7F7ECF00000134
245,Crystalox,Ice,Normal,Frozen Tundra,125,Ice,#402,18.00%,Last Resort,120,Normal,#24,15.00%,Omega Steel Strike,85,Steel,#316,8.00%,Hailstorm Fury,70,Ice,#117,12.00%,Ice Wall,***,#121,12.00%,Freeze Ray,**,#120,9.00%,Evade,#375,5.00%,,#1,21.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7A251E3E000001A3
246,Butle,Grass,,Razor Leaf,30,Grass,#70,8.00%,Solar Beam,100,Grass,#75,18.00%,Blossom Blast,40,Grass,#79,10.00%,Poisonous Puddle,40,Poison,#151,7.00%,Wonderland,****,#470,16.00%,Leaf Wrap,*****,#443,22.00%,Burrow,#385,6.00%,Miss,#1,13.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E710E3D5E000000C3
247,Foliescent,Grass,Psychic,Brain Torment,80,Psychic,#427,18.00%,Solar Beam,100,Grass,#75,11.00%,Chlorophyll Charge,85,Grass,#82,13.00%,Aura Sphere Blast,70,Psychic,#207,23.00%,Alternate Dimension,****,#463,11.00%,Mind Control,***,#211,14.00%,,,,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA3654FD000000135
248,Deerant,Grass,Psychic,Roots Below,125,Grass,#400,16.00%,Death Hug,125,Normal,#397,20.00%,Aura Sphere Blast,70,Psychic,#207,10.00%,Chlorophyll Charge,85,Grass,#82,11.00%,Sacred Garden,*****,#456,9.00%,Telekinetic Shield,**,#210,7.00%,Detect,#390,10.00%,,#1,17.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E910AEF3F000001A4
249,Repbot,Steel,,Chrono Steel Blast,100,Steel,#310,11.00%,Wild Rush,80,Normal,#15,9.00%,Steel Swipe,55,Steel,#314,11.00%,Jet Strike,55,Normal,#26,11.00%,Metallic Harden,***,#319,16.00%,Screech,***,#31,15.00%,Dodge,#376,9.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E87F40E5F000000C4
250,Geomech,Fighting,Steel,Bone Breaker,100,Fighting,#129,19.00%,Metallic Rush,80,Steel,#308,20.00%,Bolt Blade,70,Steel,#315,12.00%,Extreme Speed,85,Normal,#28,5.00%,Iron Defense,**,#318,14.00%,Metallic Harden,***,#319,15.00%,,,,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBA4B20D100000136
251,Steelynx,Fighting,Steel,Absolute Iron,125,Steel,#412,20.00%,Bone Breaker,100,Fighting,#129,19.00%,Extreme Speed,85,Normal,#28,8.00%,Omega Steel Strike,85,Steel,#316,8.00%,Knacker,**,#450,8.00%,Iron Defense,**,#318,8.00%,Block,#394,5.00%,,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EA7F0C040000001A5
252,Aline,Ghost,,Poltergeist Strike,50,Ghost,#251,12.00%,Undead Wail,50,Undead,#359,10.00%,Night Terror,70,Ghost,#261,19.00%,Ice Power,75,Ice,#477,12.00%,Soul Drain,***,#265,17.00%,Dark Cloud,*****,#444,15.00%,,,0.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E9ED9DF60000000C5
253,Frostolem,Ghost,Ice,Blizzard Burst,50,Ice,#107,12.00%,Winter's Wrath,120,Ice,#113,22.00%,Ghostly Guillotine,85,Ghost,#262,16.00%,Night Terror,70,Ghost,#261,21.00%,Ice Wall,***,#121,9.00%,Sub Zero,*****,#458,4.00%,,,,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED130F1D200000137
254,Cryogord,Ghost,Ice,Frozen Tundra,125,Ice,#402,15.00%,Death Hug,125,Normal,#397,18.00%,Ghostly Guillotine,85,Ghost,#262,12.00%,Hailstorm Fury,70,Ice,#117,19.00%,Ice Wall,***,#121,8.00%,Icy Wind,*,#119,4.00%,Protect,#377,6.00%,,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EBED69141000001A6
255,Batrop,Cosmic,,Nebula Burst,50,Cosmic,#341,7.00%,Interdimensional Rift,80,Cosmic,#343,16.00%,Interstellar Impact,85,Cosmic,#352,21.00%,Solar Storm,70,Cosmic,#351,6.00%,Space Time Warp,**,#354,18.00%,Dark Cloud,*****,#444,10.00%,,,0.00%,Miss,#1,22.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EB5BFB061000000C6
256,Geminat,Cosmic,,Interdimensional Rift,80,Cosmic,#343,21.00%,Fire Ball,80,Fire,#418,11.00%,Solar Storm,70,Cosmic,#351,15.00%,Shockwave Smash,85,Electric,#100,11.00%,Mind Control,***,#211,10.00%,Cosmic Radiation,***,#355,10.00%,Illusion,#392,6.00%,Miss,#1,16.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EE816C2D300000138
257,Solarfyre,Cosmic,Fire,Dimensional Lazer,125,Cosmic,#396,17.00%,Fireball Storm,120,Fire,#42,18.00%,Electro Ball,70,Electric,#99,7.00%,Interstellar Impact,85,Cosmic,#352,10.00%,Hellfire,*****,#454,7.00%,Eclipse Edge,*,#353,6.00%,Fly,#391,5.00%,,#1,30.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED5BC6242000001A7
258,Treegle,Ground,,Sandstorm Fury,80,Ground,#164,22.00%,Bump and Run,100,Normal,#20,16.00%,Digging Strike,55,Ground,#170,5.00%,Rock Throw,40,Rock,#241,6.00%,Sandstorm Shield,****,#176,15.00%,Impenetrable Armour,****,#465,14.00%,Counter,#389,7.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ECCA58162000000C7
259,Tragapod,Ground,Rock,Ground Shatter,100,Ground,#166,23.00%,Rocky Rampage,100,Rock,#237,20.00%,Tremor Shake,70,Ground,#171,10.00%,Jet Strike,55,Normal,#26,8.00%,Impenetrable Armour,****,#465,10.00%,Sand Pit Trap,***,#175,7.00%,Counter,#389,7.00%,Miss,#1,15.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EFEFC93D400000139
260,Rumblphant,Ground,Rock,Meteoric Impact,125,Rock,#408,17.00%,Death Charge,120,Normal,#23,18.00%,Fissure Quake,85,Ground,#172,12.00%,Tremor Shake,70,Ground,#171,13.00%,Sand Pit Trap,***,#175,5.00%,Impenetrable Armour,****,#465,4.00%,Counter,#389,8.00%,,#1,23.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EECA23343000001A8
261,Jelliflash,Ghost,Poison,Ectoplasmic Explosion,80,Ghost,#253,12.00%,Venom Nova,125,Poison,#403,14.00%,Psybeam Burst,50,Psychic,#197,10.00%,Telepathic Tempest,85,Psychic,#208,16.00%,Ghostly Possession,****,#266,10.00%,Acid Rain,***,#157,10.00%,Protect,#377,10.00%,Miss,#1,18.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E500E15B60000011B
262,Zyphyrsh,Ghost,Poison,Acidic Avalanche,100,Poison,#147,14.00%,Teleport Strike,80,Psychic,#199,9.00%,Ghostly Guillotine,85,Ghost,#262,24.00%,Sludge Cannon,55,Poison,#152,17.00%,Phantom Scream,*,#263,9.00%,Ghostly Possession,****,#266,10.00%,Shadow Swap,#382,7.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E66F3E6B70000011C
263,Mechaniwing,Flying,Steel,Wing Slash,50,Flying,#180,12.00%,Feather Hurricane,50,Flying,#179,13.00%,Steel Swipe,55,Steel,#314,7.00%,Bolt Blade,70,Steel,#315,10.00%,Metallic Harden,***,#319,22.00%,Feathered Fling,****,#194,12.00%,Fly,#391,13.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E7DD9B7B80000011D
264,Chronoclaw,Flying,Steel,Wing Slash,50,Flying,#180,8.00%,Absolute Iron,125,Steel,#412,12.00%,Bolt Blade,70,Steel,#315,23.00%,Cyclone Kick,55,Flying,#188,18.00%,Brave Bird,***,#193,7.00%,Deafening Scream,***,#453,8.00%,Fly,#391,5.00%,Miss,#1,19.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E94BF88B90000011E
265,Graviraptor,Flying,Steel,Aeroblast,120,Flying,#186,25.00%,Metallic Rush,80,Steel,#308,12.00%,Alloy Attack,40,Steel,#313,7.00%,Extreme Speed,85,Normal,#28,6.00%,Brave Bird,***,#193,10.00%,Metallic Harden,***,#319,7.00%,Fly,#391,9.00%,Miss,#1,24.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EABA559BA0000011F
266,Geopup,Rock,,Rock Blast,30,Rock,#232,10.00%,Flame Charge,50,Fire,#36,7.00%,Extreme Speed,85,Normal,#28,13.00%,Rock Throw,40,Rock,#241,9.00%,Quarry Coffin,****,#248,25.00%,Impenetrable Armour,****,#465,24.00%,,,0.00%,Miss,#1,12.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EC28B2ABB00000120
267,Fossilfox,Rock,,Gemstone Missile,80,Rock,#235,18.00%,Iron Strike,100,Fighting,#130,24.00%,Geode Grenade,85,Rock,#244,29.00%,Extreme Speed,85,Normal,#28,5.00%,Gravel Grind,*,#245,6.00%,Confuse Ray,*,#29,4.00%,Dodge,#376,4.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7ED970FBBC00000121
268,Snodash,Ice,,Frost Bite,30,Ice,#105,7.00%,Blizzard Burst,50,Ice,#107,8.00%,Hailstorm Fury,70,Ice,#117,22.00%,Snuggle Tackle,70,Normal,#27,18.00%,Ice Wall,***,#121,12.00%,Sub Zero,*****,#458,22.00%,,,0.00%,Miss,#1,11.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7EF056CCBD00000122
269,Spectolf,Ice,,Ice Fang,50,Ice,#108,14.00%,Frozen Tundra,125,Ice,#402,16.00%,Hailstorm Fury,70,Ice,#117,12.00%,Night Terror,70,Ghost,#261,18.00%,Blizzard Cataclysm,****,#122,17.00%,Ice Wall,***,#121,13.00%,,,0.00%,Miss,#1,10.00%,0008138874D997D20619837CF3C7E1050A785E9F9AC53D7E073C9DBE00000123
